Model,Scenario,Variable,Short Name,Unit,Region,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Technology Indicators,Release 2023.1,Annual Production|Paraxylene,Paraxylene,Million pounds,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,160,210,290,200,300,300,470,480,600,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Benzene,Benzene,Million gallons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.25,0.29,0.3,0.31,0.27,0.34,0.46,0.54,0.54,0.65,0.73,0.83,0.96,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Ethylene,Ethylene,Billion pounds,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3,3.6,3.9,4.1,5.1,5.23,5.87,6.3,7.5,8.6,9.4,11.2,11.8,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Motor Gasoline,Motor Gasoline,Billion barrels,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.92,0.96,1.02,1.14,1.19,1.29,1.29,1.42,1.48,1.48,1.49,1.55,1.59,1.6,1.66,1.71,1.78,1.82,1.91,1.98,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Milk Production,Milk Production,Million pounds,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100158,103029,103810,104762,101621,101205,102410,101908,105807,106792,109412,115088,118533,117017,117023,119828,117697,116814,112671,116103,116602,114681,114671,120221,122094,122945,124860,124628,123220,121989,123109,125707,126251,125202,126967,124180,119912,118732,117225,116108,117007,118566,120025,115491,115586,115398,120180,122655,121460,123350,128406,132770,135802,139588,135351,143012,143381,142557,145034,143893,147721,147697,150885,150636,153602,155292,154006,156091,157262,162589,167393,165332,170063,170394,170934,176929,181782,185654,189992,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Total Length|Canals,Canals,Mileage built,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,687,772,943,1029,1485,1597,1915,2085,2292,2446,2464,2632,2777,2941,3236,3236,3248,3315,3405,3405,3489,3501,3603,3639,3792,4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Total Production Capacity|Ammonia Synthesis,Ammonia Synthesis,Tons N equivalent / year,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,2170,4086,4141,9742,28067,30692,47055,48551,50796,74656,163435,186795,217420,437420,,443381,444761,452935,456896,618942,625159,782031,802391,846035,874219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Cumulative Total Capacity|Liquefied Natural Gas Plants,Liquefied Natural Gas Plants,mtpa,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,6.08,8.96,10.4,,,11.84,13.28,,,14.72,,16.16,,,,,,17.6,,,19.04,20.48,21.92,23.36,24.8,26.24,27.68,29.12,30.56,,32,33.44,34.88,36.32,37.76,39.2,40.64,42.08,43.52,44.96,46.4,47.84,49.28,50.72,52.16,53.6,55.04,56.48,57.92,,
Technology Indicators,Release 2023.1,Cumulative Number of Acres|Herbicide-Tolerant Corn,Herbicide-Tolerant Corn,Number of planted acres,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338327.7,3487976.35,9446185.81,14936408.78,19505216.22,24620216.22,32083162.16,42970739.86,58555040.54,79276070.95,107325604.7,155984922.3,210595111.5,270128652,332399354.7,399177192.6,471488070.9,553643729.7,635364672.3,715057550.7,800169280.4,881502351.4,962567114.9,1043822723,1125899534,,
Technology Indicators,Release 2023.1,Cumulative Number of Acres|Insect-Resistant Corn,Insect-Resistant Corn,Number of planted acres,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950748,6593575.7,21218271.65,40564771.65,54808700.7,68619200.7,87010031.78,109316288.5,135563531.8,164020413.5,195245366.2,241376927.1,290758481.1,345622724.4,401636562.2,461891913.5,527957761.5,601414585.8,674565541.9,746527021.6,821793737.9,894597498,968456504.8,1043951454,1119290616,,
Technology Indicators,Release 2023.1,Cumulative Number of Acres|Insect-Resistant Cotton,Insect-Resistant Cotton,Number of planted acres,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99003.38,1366726.35,4805341.22,11086380.07,18215904.39,27112321.62,35270148.31,43239506.42,51453123.99,60163993.58,70174655.74,77856115.2,84351429.39,90904449.66,99579999.66,110482204.4,120467746.3,129116807.1,139436609.8,147205440.9,156326042.2,168055358.1,181060026.7,194378087.2,205571357.4,,
Technology Indicators,Release 2023.1,Cumulative Number of Acres|Herbicide-Resistant Cotton,Herbicide-Resistant Cotton,Number of planted acres,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980067.57,3905128.38,6076885.14,10850474.66,16250040.88,22003412.5,26860384.46,32370626.35,38600055.41,46011513.51,54835344.59,61273139.19,67288504.05,73254225.34,81410725.34,92661402.36,102232606.4,110178491.6,119669697,127003705.4,135613825.3,146612744.3,158807598.3,171615210.5,182440818.6,,
Technology Indicators,Release 2023.1,Cumulative Number of Acres|Herbicide-Resistant Soybeans,Herbicide-Resistant Soybeans,Number of planted acres,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3686875,14802533.78,46678462.84,87528868.24,127923550.7,178474733.1,234946483.1,295207199.3,359997875,423512577.7,491635462.8,551564631.8,622422354.7,694116861.5,767075361.5,838571888.5,911597023.6,984005064.2,1063361389,1142111794,1221617693,1307515274,1392464916,1465222686,1544634267,,
Technology Indicators,Release 2023.1,Cumulative Total Capacity|Color TVs,Color TVs,MW,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408842,1030820,1924771.1,3013516.1,4389317.8,6157757.2,8164704.8,10457938.4,13245312.5,16431488.5,19950964.6,23791520.2,27783095.2,32005313.2,36472226,41084834,46054690.5,51224039.3,56537606.3,62005313.3,67609127.6,73308939.9,79241112.3,85349326.3,91622244.7,97960011.1,104321999.6,110734328.6,117259919,123773461,130468395.4,137186092.4,143932434.8,150840055.8,157729644.8,164849797,172194555.4,179594542.4,187199342.4,194815992,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Cumulative Total Capacity|Microwaves,Microwaves,MW,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133600,,,,,7787920,,24493320,53025440,,,106100240,,,,,,184740158,,,,,,277733054,,,,,384448656,,493711308,,,,,607840706,723930042,840170682,956751650,1073079826,1189693258,1306453290,1422579370,,,,,
Technology Indicators,Release 2023.1,Cumulative Total Capacity|Vacuums,Vacuums,MW,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14518473.75,30234756.75,46938828.75,65394836.25,84727077,105014256,126061449.8,147969222.8,171056459.3,195519684.8,220964679,247804228.5,275772009.8,305194252.5,335882413.5,368001499.5,400956237,435150978,471120273,508616925,547268415,587906702.3,630227775.8,673974465.8,719837289.8,768294072.8,818202616.5,869758558.5,922671838.5,977048837.3,,1034014315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Cumulative Total Capacity|Telephone Landlines,Telephone Landlines,MW,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21117.78,44626.34,69935.54,96939.02,125306.38,154906.08,186215.95,219089.35,253400.65,289260.48,326515.23,365127.84,405247.14,446694.36,489004.39,532815.59,577584.29,623626.47,672447.07,722676.23,774211.55,828031.05,884023.65,939182.52,995863.27,1054538.15,1115056.31,1177461.36,1241469.36,1307413.99,1374883.21,1444450.66,1515594.26,1590312.06,1666914.3,1744176.78,1821381.34,1899955.78,1979801.66,2061404.16,2144172.24,2228635.95,2314967.85,2402247.3,2490900.58,2580829.44,2671436.98,2762717.56,2855768.16,2949417.54,3044374.46,3140750.78,3238392.34,3336815.04,3439072.54,3542904.69,3647506.01,3751666.01,3855941.57,,,,3953201.8,4041355.3,4125026.11,4215839.11,4287722.55,4358332.76,4426481.85,4490272.09,4549218.69,4602422.06,,,,
Technology Indicators,Release 2023.1,Cumulative Total Capacity|Household Air Conditioning Units,Household Air Conditioning Units,MW,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48679540,108036964,168524524,230616148,298847766,373983974,449814414,537856046,633544422,742296394,864204082,1013195932,1202202064,1432094090,1711416826,2018526482,2346267784,2688576884,3044034644,3415364876,3800458424,4210260124,4627068824,5074325536,5542505248,6017272716,6494262628,6996455788,7515280430,8052751238,8605194584,9185285004,9803904124,10435116538,11082096858,11729010636,12371360260,13027997794,13716770214,14419738326,15142421098,15885954154,16649428054,17429270894,18256420490,19145442288,20094198516,21071062516,22059640162,23081692844,24093540786,25100677378,26099762584,27119169658,28150824811,,,,,,,,,,,
Technology Indicators,Release 2023.1,Cumulative Total Capacity|Household Dishwashers,Household Dishwashers,MW,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328785939.6,756498873.4,1345331681,2130481298,3053964849,4057335737,5168424065,6462899054,7983511041,9729565119,11708491663,13898941190,16433007661,19293081794,22587806444,25950334610,30429096665,35670552276,41869116043,49116783461,57667326949,67634463948,78991785940,91953224425,1.06E+11,1.22E+11,1.39E+11,1.58E+11,1.77E+11,,1.99E+11,,,,,,,,,,,,,,2.31E+11,,,,,,2.70E+11,,,,,3.16E+11,,3.66E+11,,,,,4.21E+11,4.76E+11,,,,,,,,,,,
Technology Indicators,Release 2023.1,Cumulative Total Capacity|Household Freezers,Household Freezers,MW,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3841462.8,,,,,,,,,,20916659.4,,,,,42868698.6,,,,,70828539.6,,,,,,,,113298897.6,,,,164868467.4,,,,,,,,,,217043469.9,,,,,,269643409.8,,,,,330003935.3,,390984736.2,,,,,456468682.1,518926271.4,,,,,,,,,,,
Technology Indicators,Release 2023.1,Cumulative Total Capacity|Household Radios,Household Radios,MW,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5028433263,10240095038,15722870720,21323105521,27067222921,32922563242,38951640811,45252621943,51675967855,58237242488,64901963662,71674156534,78575288609,85585638015,92696630328,99891341719,1.07E+11,1.15E+11,1.22E+11,1.30E+11,1.38E+11,1.46E+11,1.55E+11,1.64E+11,1.72E+11,1.82E+11,1.91E+11,2.01E+11,2.11E+11,2.21E+11,2.31E+11,2.42E+11,2.52E+11,2.63E+11,2.75E+11,2.86E+11,2.98E+11,3.10E+11,3.22E+11,3.34E+11,3.46E+11,3.59E+11,3.72E+11,3.85E+11,3.98E+11,4.11E+11,4.24E+11,4.38E+11,4.51E+11,4.65E+11,4.79E+11,4.93E+11,5.08E+11,5.22E+11,5.37E+11,5.52E+11,5.68E+11,5.83E+11,5.99E+11,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Cumulative Total Capacity|Air Source Heat Pump Shipments,Air Source Heat Pump Shipments,BTU,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270295153.7,543994472.7,840655813.8,1179305361,1472055175,1741222140,1982766425,2188625203,2395044897,2616588133,2843361058,3088457742,3358219698,3624541551,3910497108,4214208265,4540837460,4869435547,5220657888,,
Technology Indicators,Release 2023.1,Cumulative Number of Weapons|Nuclear Weapons,Nuclear Weapons,Number of weapons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,24,74,245,549,1012,1903,3193,5053,7689,11828,18059,26304,39697,59982,84752,113902,146667,181792,219533,258233,298270,337699,376314,414478,453865,495381,539799,586510,633964,681989,731499,782253,835277,890421,946702,1004555,1064671,1126510,1190142,1259510,1327204,1392530,1454868,1514472,1569732,1617694,1661446,1702653,1741776,1778957,1813974,1848242,1881976,1915135,1947639,1979087,2009118,2036705,2063093,2087985,2109694,2129937,2149045,2167040,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Lithium Mines,Lithium Mine Production,Thousand tonnes,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.485481445,14.78380347,15.59114001,14.19264404,12.87578657,14.2838508,14.00271588,15.48618823,18.0861027,19.36153375,20.94723862,24.26386286,26.37480735,26.32820183,19.53203074,26.47681827,33.03383983,34.74595777,30.39150388,30.95128434,29.54308552,38.21727802,50.85021192,95.13428072,86.88161857,83.99513211,105.9840475,
Technology Indicators,Release 2023.1,Annual Production|Cobalt Mines,Cobalt Mine Production,Thousand tonnes,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.654,23.015,24.303,26.941,29.01334485,34.79947998,39.66993994,44.904,44.579,54.255,60.607,66.331,66.382,82.928,93.532,129.462,148.242,135.436,131.582,130.7332168,137.2674766,118.6204428,137.3392215,150.7783,119.4697,126.6658417,131.2684324,
Technology Indicators,Release 2023.1,Annual Production|Rare Earth Mines,Rare Earth Mine Production,Thousand tonnes,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.741,80.61,68.29,69.062,74.3738,77.19,86.07322012,92.53372988,95.81719998,101.5383199,121.8892399,136.919,123.757,128.0632,135.0906,96.9855,101.2816,104.1933,103.0457,122.5688,128.6453,133.358,145.917,193.111,218.437,246.8031808,284.5202,
Technology Indicators,Release 2023.1,Annual Production|Graphite Mines,Graphite Mine Production,Thousand tonnes,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.367,564.735,697.948,639.465,650.322,836.291,773.204,929.106,990.426,1020.902,1049.028,1080.189,1167.35,964.586,738.386,998.283,1171.637,1193.455,1125.569,1127.776,1072.976,956.206,886.399,1113.144,1139.397,1053.644745,1222.962408,
